5.951911625495399649e-01 8.035841461993430412e-01 8.514618356756434858e-01
-8.794024237250677167e-01 -4.760791710907719687e-01 4.210287832502284111e-01
9.013130064281510423e-01 -4.331684019448414080e-01 7.130223221087372831e-02
-8.983032744966742422e-01 -4.393759518095554095e-01 4.275998022532058185e-01
9.011649704811431905e-01 -4.334762922902708482e-01 7.135660432588042390e-02
8.856249327489035261e-01 -4.644012042334731971e-01 7.686521082981068176e-02
-4.754953486504581717e-01 8.797182352388628335e-01 6.711344249222522818e-01
-9.009570381455704879e-01 -4.339083030041728795e-01 4.285670893652904212e-01
-6.593966219970608389e-01 -7.517952479890154249e-01 3.645940888271840263e-01
9.998748448159244795e-01 -1.582070492522412442e-02 2.518048441862985598e-03
9.964378763703923836e-01 -8.433005712355882977e-02 1.343750458551784543e-02
-8.579798638716331638e-01 -5.136833199460674182e-01 4.141403144327827635e-01
-9.178821047390937071e-01 -3.968531741081725017e-01 4.350511055274065564e-01
1.464225589404172523e-01 9.892221359398201130e-01 7.733879586439504905e-01
9.997476845621375841e-01 -2.246257359797963066e-02 3.575330331421766594e-03
-1.362838577903206505e-01 9.906698290075193203e-01 7.282420396879702995e-01
-9.536613938243815314e-01 -3.008819468312080581e-01 4.513594928146447138e-01
9.263045572576146247e-01 -3.767756191737658411e-01 6.148360981276956849e-02
6.459534002362550265e-01 7.633768431929413012e-01 8.617699884259387710e-01
-5.613080842576703144e-01 8.276069323942278899e-01 6.551491421170209106e-01
7.909714417300701683e-01 -6.118530692637360602e-01 1.047878135550676104e-01
5.242899845025934535e-01 8.515397889413449661e-01 8.378346045804948572e-01
-4.682879737818888555e-01 -8.835759014432505998e-01 3.275645068951704708e-01
7.235432123818336114e-01 6.902790883520787402e-01 8.787438744719953121e-01
-9.252068164408173701e-01 -3.794632351248902746e-01 4.380543384068333879e-01
-3.501070251507775732e-01 9.367097047325135817e-01 6.930726072531336879e-01
8.709511891253061133e-01 4.913695413446128590e-01 9.182482295483299639e-01
6.809423600271731492e-02 9.976788937444783789e-01 7.608459270715143274e-01
-5.730906740177972303e-01 -8.194919641789215614e-01 3.471278619171892510e-01
-8.413083306459396837e-01 -5.405555408889471947e-01 4.091070418553504062e-01
9.784929672276302393e-01 2.062801810307225425e-01 9.669320836179273737e-01
-9.154927809123097893e-01 4.023343983522232881e-01 5.659005398129338671e-01
9.915544411484441545e-01 -1.296911340022774972e-01 2.069929028540773430e-02
-2.997607393198518100e-01 -9.540144124500509193e-01 2.984534254007772391e-01
7.125225542512837462e-01 7.016492069996419501e-01 8.762236935493469270e-01
1.160078343206045887e-01 -9.932482984512196467e-01 2.314951144665438054e-01
-9.075375145298423263e-01 -4.199710224777373768e-01 4.310201165793005051e-01
4.258381101487645481e-01 9.047993722063077948e-01 8.200103460782948162e-01
1.555843171754409671e-01 -9.878226157813212449e-01 2.251369825120442814e-01
8.830576120525005512e-01 -4.692645882613937780e-01 7.774047209099343991e-02
